Component,Failure,DefectivePart,PartsReplaced,Cost,DealerComment_English
DISPLAY,NOISE,MONITOR,2,1283.513513,"RECL Radio switches off sporadically REASON Radio internal error CORRECTION Check radio, create assistant 106215284, wiring checked, OK Hi Connect replaced and programmed via teleservice"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,1,926.38,INCIDENT radio screen does not light up CAUSE economy = check wiring and power connection - screen hs SOLUTION replace screen
DISPLAY,DEFECT,MONITOR,2,1024.79,"COMPLAINT PROCEED TO CHECK THE GPS NAVIGATOR, IT STAYS STUCK WHEN STARTING CAUSE IT IS CHECKED IN CASE THERE IS ANY UPDATE, WHICH IS NOT THE CASE, THE NAVIGATOR IS IN POOR CONDITION SOLUTION THE COMPLETE NAVIGATOR RADIO IS REPLACED ALSO BY DIAGNOSIS TO PROGRAM THE NEW ONE WITH THE CAR OF A PROGRAMMED COIN, ITS CORRECT OPERATION IS CHECKING"
DISPLAY,LOW OUTPUT/EFFICIENCY,MONITOR,1,1195.765765,INCIDENT CAR RADIO DOES NOT TURN ON CAUSE PROBLEM WITH NIS UNIT HS SOLUTION REPLACEMENT OF THE NIS CONTROL UNIT FOLLOWING ASIST 106380994
DISPLAY,DEFECT,MONITOR,4,1335.3,"COMPLAINT CHECK MULTIMEDIA SYSTEM DRIVER THINKS THE SOUND IS OF POOR QUALITY. ALSO HAS THE IDEA THAT THE RIGHT SPEAKER DOES NOT WORK. SEE DOCUMENTS CAUSE DEFECT CORRECTION SPEAKER WIRING MEASURED AND CHECKED. NIS MEASURED WITH DISCONNECTED PLUG, RIGHT SPEAKER OUTPUT DEFECTIVE. NIS REPLACED AND PROGRAMMED (1COIN). BUT AFTER REPLACING NIS, DOOR SPEAKERS STILL PRODUCE A DISTORTED SOUND. SPEAKERS REPLACED, SOUND NOW GOOD. PREPARATION STATION U.D.T. DIAGNOSIS NEIGHBORHOOD ELECTRICAL INSTALLATION VISUAL CTR. U-I DISPLAY MONITOR 2 SPEAKERS U-I"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,1,1559.85,INCIDENT CAR RADIO TURNS OFF BY ITSELF WHILE DRIVING CAUSE RADIO INTERFERENCE SOLUTION U.D.T. STATION PREPARATION. MODULE TEST AND MEMORY CLEARING FAULTS EXCEPT STATION PREPARATION CAR RADIO DIAGNOSIS EXCEPT STATION PREPARATION D-R DASHBOARD COVERINGS COMPLETE DASHBOARD WIRING REPLACEMENT DASHBOARD COVERINGS REMOVED COMPLETE CHECK FA ISEAL VISUAL CHECK ELECTRICAL INST. FUNCTION CONTACT EFFICIENCY CHECK CONNECTION ELECTRICAL INSTRUMENTCONTR.EFFICIENCY CABLES MASSED-R MONITOR SCREEN
DISPLAY,DEFECT,MONITOR,1,1058.648647,"RECL RADIO / NAVIGATION KEEPS TURNING OFF REASON Radio monitor internally defective CORRECTION Read and delete error memory, update carried out, no change, monitor internally defective, replace"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1062.238606,"COMPLAINT radio turns on and off by itself all the time and you can't navigate with the switches in the steering wheel CAUSE there is an internal error in the radio/monitor CORRECTION diagnosis with UDT and error deleted, radio/monitor replaced and programmed in with 1 coin"
DISPLAY,LOW OUTPUT/EFFICIENCY,MONITOR,3,1063.85,INCIDENT LEFT REAR DOOR DOES NOT OPEN MORE GPS PROBLEM CAUSE SEAL BROKEN POOR NIS PERFORMANCE SOLUTION LEFT REAR DOOR DOES NOT OPEN MORE SIDE DOOR SEAL GPS PROBLEM 06.69.77.00.09 (Time: .20) CONTACT EFFICIENCY CHECK GROUND CABLES (Time: .20) CONTACT EFFICIENCY CHECK CONNECTOR ELECTRICAL INST.(Time: .10)D-R MONITOR SCREEN(Time: .10)UDT STATION PREPARATION(Time: .10)NIS TIC DIAGNOS EXCEPT STATION PREPARATION(Time: .10)NIS SYSTEM PROGRAMMINGFOLLOWING DIAGNOSTIC OR REPLACEMENT(Time: .50)D-R DOOR SEAL
DISPLAY,DEFECT,MONITOR,2,1054.168901,"Error Apple carplay keeps dropping out The customer suffers from the music stuttering when, music played via apple carplay on phone Reason Faulty radio Correction Troubleshoot on system Tried different cord and different phone Same intermittent problem Problem eliminated with second radio"
DISPLAY,DEFECT,MONITOR,1,1051.82,"RECL REAR VIEW CAMERA NOT WORKING - CABLE CHECKED, DEFECTIVE MONITOR (INTERNAL DAMAGE) REPLACED REASON REAR VIEW CAMERA NOT WORKING - CABLE CHECKED, DEFECTIVE MONITOR (INTERNAL DAMAGE) REPLACED CORRECTION REAR VIEW CAMERA NOT WORKING - CABLE CHECKED, DEFECTIVE MONITOR (INTERNAL DAMAGE) REPLACED"
DISPLAY,SHORT CIRCUIT,MONITOR,2,1070.45,INCIDENT Car radio volume goes up by itself and monitor overheats CAUSE Monitor manufacturing fault SOLUTION Remove screen to check wiring - check connection - replace car radio unit - programming - test after work - O K
DISPLAY,DEFECTIVE CONTACTS,MONITOR,1,920.59,COMPLAINT GPS TAKES A LONG TIME + SOMETIMES RADIO ONLY AFTER THE WHOLE TIME / THEN JUST HAS A BLACK SCREEN CAUSE MONITOR INFOTAINEMENT DEFECTIVE CORRECTION READ ERRORS AND DIAGNOSIS WITH EASY / CHECK PLUGS AND WIRING (OK) / UPDATE IN E-TIM IS NOT NECESSARY FOR NAVIGATION / MAPS CTR (OK) / REPLACE AND PROGRAM MONITOR INFOTAINEMENT (OK).
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1242.32,"RECL RADIO GOES OFF WHILE DRIVING, RVC AND REVERSING LIGHTS COME ON BY THEMSELVES REASON TOUCHSCREEN IS PARTIALLY NOT FUNCTIONAL / DEVICE IS DEFECTIVE CORRECTION WIRING AND CONNECTORS CHECKED OK / NEW MONITOR INSTALLED / RADIO PROGRAMMED VIA TELESERVICE"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,1,1001.28,RECL Navigation always shows wrong routes REASON After THD consultation NIS defective CORRECTION New NIS installed
DISPLAY,DEFECT,MONITOR,2,992.91,COMPLAINT CHECK VOLUME RADIO CAUSE DEFECTIVE MONITOR CORRECTION DIAGNOSIS; CHECK OPERATION OF RADIO; CHECK WIRING & FUSES; REPLACE DEFECTIVE RADIO; PROGRAMMING EXECUTE; AFTER CHECK; --> EVERYTHING IS OK
DISPLAY,BREAK,MONITOR,3,1133.05,INCIDENT RADIO CUTS OUT WHILE DRIVING CAUSE MONITOR BREAKAGE DIAG SOLUTION MONITOR REPLACEMENT + CHECK AND PROGRAMMING
DISPLAY,DEFECTIVE CONTACTS,MONITOR,1,787.98,INCIDENT radio screen does not light up CAUSE problem with the power button SOLUTION replace screen - test ok
DISPLAY,DEFECT,MONITOR,2,1101.68,"COMPLAINT NAVIGATION STARTS UP VERY SLOWLY. SOMETIMES 20 MINUTES, SOMETIMES FASTER. CAUSE DEFECT CORRECTION NAVIGATION STARTS UP VERY SLOWLY. SOMETIMES 20 MINUTES, SOMETIMES FASTER. KA 4903 EXECUTE THD SET FAKE ENTRY REPLACE RADIO COSTS 1 COIN NEW RADIO CODE 2308 PROGRAM COSTS 1 COINß¤ ß¤ PREPARATION STATION U.D.T. IN CONSULTATION THD NEW ORDER AND PRO GRAM NISSE VIA TELE SERVICE PREPARATION STATION U.D.T. DIAGNOSIS NISSE DIAGNOSIS CARRADIO PROGRAMMING CAR RADIO U-I DISPLAY MONITOR P GRAMMING INSTALLATION NISSE TELEPROGRAMMING VARIOUS DIAGNOSIS AND KNOWLEDGE ARTICLE FOLLOW"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,951.16,DAMAGE TYPE INADVERTENT SWITCHING OFF OF THE CAR RADIO DISPLAY / NAV CAUSE FAULTY CONNECTION CONTACTS MONITOR CORRECTION CHECK FAULT - SYSTEM DIAGNOSIS - CHECK ELECTRICAL SYSTEM - MONITOR DOES NOT TURN ON - REPLACED AND PROGRAMMED VIA TELESERVICES - FINAL CHECK OF CORRECT OPERATION
DISPLAY,NO WARNING,MONITOR,1,1011.1,RECL Radio turns on and off by itself. Navigation not working REASON Radio faulty CORRECTION Replace and program radio
DISPLAY,DEFECT,MONITOR,2,1215.19,COMPLAINT Radio does not play CAUSE Radio defective CORRECTION Update NIS performed--> time used to check all plugs on b.c. and to check the wiring of the radio--> ok. Replaced radio--> USB unit is also defective--> replaced
DISPLAY,DEFECTIVE CONTACTS,MONITOR,3,1068.15,TYPE_DANNO HI CONNECT S TURNS OFF FROM TIME TO TIME AND STATION DELETES CAUSE UDT DIAG.READ FAILURE.HI CONNECT POWER SUPPLY CONTROL.CAN C LINE ON X1-2 AND 12 CONNECTOR -ON BCM H9-24-12-27 CONNECTOR AND GROUND CABLES OK DONE THD 105927840 CORRECTION FOLLOWING THD RETURN REPLACE HI CONNECT.PROGRAMMING.ERASE FAULT.TEST OK
DISPLAY,DEFECT,MONITOR,2,992.91,COMPLAINT CHECKING THE OPERATION OF THE RADIO CAUSE DEFECTIVE RADIO CORRECTION DIAGNOSIS; CHECK WIRING & FUSES; ERRORS READ/ERASE; RADIO CONTINUOUSLY FAILS & LOSES MEMORY; REPLACE DEFECTIVE RADIO; PROGRAMMING NEW RADIO; AFTER CHECK; --> EVERYTHING IS OK
DISPLAY,DEFECT,MONITOR,3,1078.15,"INCIDENT GPS SCREEN TURNS OFF AFTER 2 MNS CAUSE DEFECTIVE RADIO MONITOR SOLUTION GPS SYSTEM FAILURE CHECK, POWER SUPPLY CHECK, RADIO MONITOR REPLACEMENT AND PROGRAMMING"
DISPLAY,SHORT CIRCUIT,MONITOR,2,974.65,INCIDENT CAR RADIO DOES NOT WORK ANYMORE CAUSE MONITOR SHORT CIRCUIT SOLUTION CAR RADIO REPLACEMENT-R MONITOR SCREEN U.D.T. STATION PREPARATION (Time: .10)NIS DIAGNOSIS EXCEPT STATION PREPARATION (Time: .10)NIS SYSTEM PROGRAMMING FOLLOWING DIAGNOSIS OR REPLACEMENT
DISPLAY,SHORT CIRCUIT,MONITOR,2,948.25,INCIDENT MONITOR SCREEN DOES NOT LIGHT UP CAUSE SHORT CIRCUIT SCREEN SOLUTION U.D.T. STATION PREPARATIONNIS DIAGNOSISNIS SYSTEM PROGRAMMINGFOLLOWING DIAGNOSIS OR REPLACEMENTD-R MONITOR SCREEN
DISPLAY,DEFECT,MONITOR,1,1124.189191,RECL CARPLAY CONNECTION NOT POSSIBLE REASON CARPLAY CONNECTION NOT POSSIBLE. DIAGNOSIS PERFORMED ON THE RADIO. CABLES AND CONNECTIONS CHECKED. RADIO DEFECTIVE. CORRECTION CARPLAY CONNECTION NOT POSSIBLE. DIAGNOSIS PERFORMED ON THE RADIO. CABLES AND CONNECTIONS CHECKED. RADIO DEFECTIVE. RADIO REPLACED AND PROGRAMMED. CARPLAY WORKS.
DISPLAY,DEFECT,MONITOR,1,898.92,RECORD RADIO SWITCHES OFF AND ON DURING THE DRIVING REASON RADIO SWITCHES OFF AND ON DURING THE DRIVING CORRECTION RADIO SWITCHES OFF AND ON DURING THE DRIVING
DISPLAY,DEFECTIVE CONTACTS,MONITOR,1,981.55,INCIDENT GPS SCREEN DOES NOT LIGHT UP CAUSE ECONOMY = check wiring and power connection - internal problem SOLUTION replace screen - essi ok
DISPLAY,DEFECT,MONITOR,2,1265.79,COMPLAINT navigation does not work at all - keeps turning and searching CAUSE monitor malfunction CORRECTION diagnosis navigation operation - driving test drive and setting up navi while driving dismount antenna - replace monitor and drive test drive again - after some time problem solved
DISPLAY,DEFECT,MONITOR,1,926.825503,COMPLAINT THE RADIO BUZZES VERY LOUDLY WHILE DRIVING CPRZ FAULTY RADIO (VIDEO) CORRECTION RADIO REPLACEMENT
DISPLAY,SHORT CIRCUIT,MONITOR,2,1113.25,INCIDENT CAR RADIO NO LONGER WORKS CAUSE TROUBLESHOOTING NIS DIAGNOSTIC EXCEPT STATION PREPARATION SOLUTION CAR RADIO CHECK NO LONGER WORKS TROUBLESHOOTING STATION PREPARATION U.D.T. NIS DIAGNOSTIC EXCEPT STATION PREPARATION D-R MONITOR SCREEN NIS SYSTEM PROGRAMMING FOLLOWING DIAGNOSTIC OR REPLACEMENT READING AND DELETING FAULT MEMORY CONTACT EFFICIENCY CHECK ELECTRICAL INST. CONNECTION EFFICIENCY CHECK GROUND CABLES
DISPLAY,SHORT CIRCUIT,MONITOR,14,1282.44,INCIDENT GPS PROBLEM CAUSE GPS MONITOR SHORT CIRCUIT SOLUTION READING DTC FAULT MEMORY JAWLANNECT POWER CIRCUIT CTRL+TEST -5 UT IN HB--BATTERY CHARGING-TEST OK-NO COMMUNICATION WITH NIS-FAULT SEARCH ELECTRICAL-10 UT IN HB-CAN LINE CTRL-10UT IN HB-REMOVAL AND REPLACEMENT OF MONITOR+GPS PROGRAMMING -11 UT IN HB FOR PARAMETER ACQUISITION-TEST OK
DISPLAY,DEFECTIVE CONTACTS,MONITOR,3,1096.97,RECL Radio loses function REASON Radio loses function CORRECTION Radio renewed and programmed
DISPLAY,LOW OUTPUT/EFFICIENCY,MONITOR,1,1037.95,COMPLAINT GPS screen and radio turn on and off CAUSE FOLLOW GUIDED STEPS - FOLLOW THD 106188894 SOLUTION REPLACE RADIO SCREEN AND PROGRAM
DISPLAY,DEFECT,MONITOR,2,966.637583,COMPLAINT Radio turns on by itself CPRZ Internal electrical fault in radio CORRECTION Replacement of radio
DISPLAY,BREAK,MONITOR,2,1007.65,INCIDENT HICONNECT PROBLEM CAUSE MONITOR SCREEN BREAKAGE DIAG SOLUTION MONITOR REPLACEMENT + CHECK AND TESTS OK
DISPLAY,SHORT CIRCUIT,MONITOR,1,1060.65,INCIDENT RADIO OVERHEATED AND CUT OFF CAUSE RADIO SHORT CIRCUIT SOLUTION 18 UT HB FOR FAULT SEARCH FOLLOWING RADIO DOES NOT WORK / DIAG UT / REPLACE RADIO / SETTING / TEST-OK
DISPLAY,SHORT CIRCUIT,MONITOR,1,992.85,INCIDENT RADIO CUT OFF BLACK SCREEN SOUND CUT OFF CAUSE RADIO INTERNAL SHORT CIRCUIT SOLUTION SCREEN AND RADIO CHECK BEAM AND SPEAKER INTERNAL SHORT CIRCUIT
DISPLAY,DEFECT,MONITOR,2,1062.238606,"COMPLAIN radio turns on and off all the time CAUSE radio/monitor is defective CORRECTION diagnosis with UDT, troubleshooting wiring and antenna cables 1 hour e-time, as well as radio/monitor replaced and programmed with 1 coin"
DISPLAY,SHORT CIRCUIT,MONITOR,2,891.25,INCIDENT GPS SCREEN DOES NOT LIGHT UP CAUSE NIS MONITOR DIAGNOSIS SHORT CIRCUIT SOLUTION D-R ECU RADIONAVIGATORNIS DIAGNOSISEXCEPT PREPARATION STATIONNIS SYSTEM PROGRAMMINGFOLLOWING DIAGNOSTIC OR REPLACEMENTSTATION PREPARATION U.D.T.
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1554.8,INCIDENT screen cuts out and turns back on by itself CAUSE Autoratio screen unit faulty SOLUTION reading of faults - fuse check - integrity check of cabin electrical harness of car radio power supply - replacement of complete unit r eprog - test after work OK
DISPLAY,DEFECT,MONITOR,1,1081.23,"COMPLAINT GPS FAILS REGULARLY CAUSE MONITOR DEFECTIVE CORRECTION DIAGNOSIS, CHECK OPERATION, WIRING, FUSES. MEASURE AND CHECK EVERYTHING => MONITOR APPEARS DEFECTIVE => REPLACE AND TEST => OKAY"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1277,"DAMAGE TYPE THE INFOTAINMENT SYSTEM DISPLAY TURNS ON AND OFF BY ITSELF CAUSE FAULTY CONNECTIONS TO THE INFOTAINMENT SYSTEM DISPLAY CORRECTION DIAGNOSIS WITH EASY, TEST VEHICLE TO FIND CUSTOMER DEFECTIVENESS, CHECKS AS PER THE WIZARDED PROCEDURE NON-TIMED OPERATIONS, REPLACEMENT OF NIS MONITOR, REMOTE PROGRAMMING, ERROR DELETION,"
DISPLAY,DEFECT,MONITOR,3,962.86,"COMPLAINT RADIO BUTTON ON OFF NO LONGER WORKS CAUSE MONITOR DEFECTIVE CORRECTION CHECK OPERATION, WIRING, FUSES. TEST EVERYTHING AND MEASURE =< MONITOR DEFECTIVE =< REPLACE AND PROGRAMME AND TEST =< OK"
DISPLAY,NO WARNING,MONITOR,2,1064.97,"RECL RADIO DISPLAY OF REASON RADIO DISPLAY DEFECTIVE CORRECTION RADIO DISPLAY RENEWED, PROGRAMMED RZ-J"
DISPLAY,DEFECT,MONITOR,0,48.86,COMPLAINT RADIO FREQUENTLY CUTS OFF + SCREEN TURNS BLACK. CAUSE SOFTWARE IS NOT UP-TO-DATE. CORRECTION NIS DIAGNOSTICS WITH UDT_TELEPROGRAMMERING PERFORMED.
DISPLAY,SHORT CIRCUIT,MONITOR,1,984.65,INCIDENT THE RADIO SCREEN REMAINS BLACK CAUSE INTERNAL FAULT IN THE RADIO MONITOR SOLUTION REPLACEMENT OF THE MONITOR SCREEN
DISPLAY,INTERFERENCE,MONITOR,3,1169.25,INCIDENT THE CUSTOMER REPORTS A MALFUNCTION ON THE CAR RADIO (CUTTING OUT AT TIMES AND DOES NOT RECEIVE) CAUSE FOLLOWING THE MALFUNCTION CHECK REPORT THE FAULT COMES FROM THE CAR RADIO INTERNAL FAULT -ECONOMY OPER = TIME TO CHECK THE POWER SUPPLIES AND STATUS OF THE HARNESSES AND CONNECTIONS ON THE CAR RADIO CIRCUIT SOLUTION REPLACEMENT OF THE CAR RADIO AND PROGRAMMING IT
DISPLAY,SHORT CIRCUIT,MONITOR,1,998.034883,"COMPLAINT BATTERY FLAT,BATTERY DRAINING,DISPLAY PIXELS. CAUSE BATTERY DRAINED BY MONITOR SHORT CIRCUIT CORRECTION JUMP STARTED VEHICLE. SCANNED FOR CODES, CHECKED BATTERY DRAIN.REMOVED FUSES TO ISOLATE DRAIN TO MONITOR UNIT.REMOVE AND REPLACE RADIO NIS HEAD UNIT AND PROGRAMME.NO FURTHER FAULT. USED x1 COIN CHARGE."
DISPLAY,BLOCKAGE,MONITOR,2,936.68,DAMAGE TYPE NIS SYSTEM SWITCHES OFF BY ITSELF AND FAILURE TO WORK AND CONTROL KEY ADJUSTMENT CAUSE monitor malfunction - sporadic whistle from speakers with nis off - button malfunction - sudden shutdowns and freezing screen CORRECTION diagnosis execution of wizard without success - replacement monitor
DISPLAY,INTERFERENCE,MONITOR,0,52.2,"COMPLAINT RADIO FREQUENTLY FAILS CAUSE BAD CONTACT IN POWER SUPPLY PLUG CORRECTION DIAGNOSIS, CHECK OPERATION, WIRING, FUSES. DISASSEMBLE AND MEASURE RADIO => BAD CONTACT FOUND AND RESTORED + TESTING => OK"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1005.53,COMPLAINT SOLVE PROBLEM THE CUSTOMER COMMENTS THAT THE BROWSER RESTARTS AND SHUTS OFF CONSTANTLY AND THE B CAUSE DEFECTIVE MONITOR SCREEN DOES NOT FULFILL ITS FUNCTION SOLUTION REPLACE MONITOR AND PROGRAM USING A COIN
DISPLAY,LOW OUTPUT/EFFICIENCY,MONITOR,0,19,INCIDENT CAR RADIO RESTARTS BY ITSELF WHILE DRIVING EVERY 5 MINUTES CAUSE SEARCH FOR FAULT. UPDATE OF CAR RADIO NECESSARY TO SOLVE THE PROBLEM SOLUTION PREPARATION OF U.D.T. STATION. PROGRAMMING OF CAR RADIO. CHECK OK FOLLOWING DIAGNOSIS OR REPLACEMENT
DISPLAY,DEFECT,MONITOR,2,1151.6,"COMPLAINT WHILE DRIVING, THE NAVIGATION SYSTEM FREQUENTLY FAILS CAUSE DIAGNOSTICS OPERATION / SCREEN DEFECTIVE CORRECTION DIAGNOSTICS TESTING OPERATION DURING TEST DRIVE / CHECK CONNECTIONS MANUALLY / SEE ECONOMY REPLACE AND PROGRAM SCREEN"
DISPLAY,DEFECT,MONITOR,2,1040.71812,"COMPLAINT THE RADIO SOMETIMES STOPS PLAYING BUT THE DISPLAY WORKS CPRZ DEFECTIVE RADIO - NO POSSIBILITY TO PERFORM UPDATE CORRECTION RADIO REPLACEMENT, PROGRAMMING"
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1270.135132,RECL NIS switches off shortly after vehicle start and switches back on after a while REASON Internal defect of NIS CORRECTION Replace and program NIS
DISPLAY,NO WARNING,MONITOR,2,1000.23,RECL HiConnect fails constantly REASON Display fails CORRECTION Monitor replaced
DISPLAY,DEFECT,MONITOR,1,1030.17,COMPLAINT navigation does not work at all - keeps turning and searching CAUSE malfunction in device internal CORRECTION in consultation with thd 106405089 replace display device again / diagnosis on the road - keeps searching - device vv
DISPLAY,SHORT CIRCUIT,MONITOR,1,69.767442,"COMPLAINT BATTERY FLAT,BATTERY DRAINING,DISPLAY PIXELS. CAUSE BATTERY DRAINED BY MONITOR SHORT CIRCUIT CORRECTION JUMP STARTED VEHICLE. SCANNED FOR CODES, CHECKED BATTERY DRAIN.REMOVED FUSES TO ISOLATE DRAIN TO MONITOR UNIT.REMOVE AND REPLACE RADIO NIS HEAD UNIT AND PROGRAMME.NO FURTHER FAULT. USED x1 COIN CHARGE."
DISPLAY,ADJUSTMENT,MONITOR,0,51.76,"COMPLAINT GPS signal takes a long time to get into action CAUSE NIS needs to be updated CORRECTION read parameters, check wiring and contacts, check niche, perform update."
DISPLAY,DEFECT,MONITOR,1,767,"COMPLAINT radio/navigation screen failed, only black screen CAUSE screen defective CORRECTION replace navigation monitor"
DISPLAY,DEFECT,MONITOR,0,28.140938,COMPLAINT The radio turns off by itself CPRZ Errors in the NIS software CORRECTION NIS software update
DISPLAY,DEFECTIVE CONTACTS,MONITOR,2,1062.238606,"COMPLAIN radio turns itself on and off all the time CAUSE there is an internal error in the radio/monitor CORRECTION diagnosis with UDT and error deleted, radio/monitor replaced and programmed in with 1 coin"
DISPLAY,LOW OUTPUT/EFFICIENCY,MONITOR,1,861.93,INCIDENT auto solved 106494088 rempl monitor screen defect CAUSE auto solved 106494088 rempl monitor screen defect SOLUTION auto solved 106494088 rempl monitor screen defect
DISPLAY,DEFECT,MONITOR,0,142.761395,Error The customer experiences that the radio is scratched and falls out with apple carplay Other phones have been tried Reason Possibly software Correction New software available and loaded via USB The customer tried this ad E time/Economy for diagnosis on the scratch on radio and coding with latest software via USB
DISPLAY,DEFECT,MONITOR,1,1292.69,COMPLAINT Multimedia NIS fault CAUSE the situation of Multimedia only with Jawla logo under switch on . Check feeds according to wiring diagram without any finding we .try to update the SW (to RTM 8) with USB stick .We install the update on clear USB but we can't downloaded it to the NIS as the NIS is not responding. CORRECTION Replace Multimedia NIS all info under SRR REQUEST NO :105949486 and REQUEST NO : 105861552
DISPLAY,DEFECT,MONITOR,1,1336.07,COMPLAINT DISPLAY MONITOR NOT WORK CAUSE DEFECTIVE DISPLAY MONITOR DUE TO INTERNAL DEFECT. WIRING WAS CHECKES.EFFICIENCY OF CONTACTS OF ELECTRICAL SYSTEM WAS CHECKED AND FOUND OK. CORRECTION REPLACING DISPLAY MONITOR
DISPLAY,DEFECT,PCM ECU,1,115.870245,"COMPLAINT NO COMMUNICATION WITH REMOTE DIAGNOSTICS CPRZ PCM CASSETTE SOFTWARE BLOCKED, NO REMOTE CONNECTION POSSIBILITY CORRECTION REPROGRAMMING PCM CASSETTE THD106687228"
DISPLAY,DEFECT,RADIO,2,845.3,"COMPLAINT It does not receive the radio signal. Bluetooth connection is lost. Software update has already been performed. CAUSE DAB Bluetooth radio is bad. CORRECTION DAB Bluetooth radio is bad, replacement required. reprogramming 1 Coin."
DISPLAY,SHORT CIRCUIT,RADIO,2,768.38,"complaint the radio turns off by itself. Internal malfunction of the car radio, which reports an error and switches off. fix diagnostic operations, radio replacement."
DISPLAY,SHORT CIRCUIT,RADIO,1,769.64,INCIDENT THE CAR RADIO SCREEN IS ALL BLACK CAUSE INTERNAL SHORT CIRCUIT IN THE MONITOR SCREEN SOLUTION REPLACING THE MONITOR SCREEN
DISPLAY,DEFECT,RADIO,1,774.82,RECL Radio display not working REASON Display monitor defective CORRECTION Replace display monitor
DISPLAY,BLOCKAGE,RADIO,1,78.3,"COMPLAINT THE RADIO DOES NOT WORK CAUSE RADIO CONTROL UNIT SOFTWARE BLOCKED, GIVING FAILURE IN THE SYSTEM SOLUTION CHECK DAB RADIO. MAKE A FALSE SUBSTITUTION TO REPROGRAM IT AND TEST OPERATION"
DISPLAY,DEFECT,RADIO,2,888.46,"COMPLAINT Over weekend battery is depleted. Engine can not be started. CAUSE Defective radio causes depleting battery while engine is shut down. CORRECTION Replace defective radio. economy - detect fault, inspect installation - 10 wu"
DISPLAY,SHORT CIRCUIT,RADIO,2,729.36,"complaint The radio does not work. Defective radio. fix Diagnostic operations, radio replacement, radio programming."
DISPLAY,DEFECT,RADIO,1,795.96,"COMPLAINT Radio is not workking CAUSE Defective radio CORRECTION Replace defective radio economy - check installation of radio, detect fault - 5 wu"
DISPLAY,SHORT CIRCUIT,RADIO,2,768.38,"complaint the radio does not work. the radio reports an internal error, it cannot be turned on. fix diagnostic operations, radio replacement, radio programming."
